SK_ID_CURR,CODE_GENDER,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_ID_PUBLISH,OWN_CAR_AGE,REGION_RATING_CLIENT_W_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,NAME_FAMILY_STATUS_Married,DAYS_EMPLOYED_PERC,ANNUITY_INCOME_PERC,PAYMENT_RATE,NEW_EXT_MEAN,NEW_APP_EXT_SOURCES_PROD,NEW_GOODS_CREDIT,NEW_C_GP,BUREAU_DAYS_CREDIT_MAX,BUREAU_CREDIT_TYPE_Microloan_MEAN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MEDIAN,CLOSED_DAYS_CREDIT_UPDATE_MAX,INS_AMT_PAYMENT_SUM,INS_AMT_PAYMENT_MEDIAN,INS_DPD_MEAN,INS_DPD_STD,INS_PAYMENT_PERC_MEAN,INS_PAYMENT_DIFF_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,POS_SK_DPD_DEF_MEAN,PREV_CNT_PAYMENT_STD,PREV_DAYS_LAST_DUE_1ST_VERSION_MAX,PREV_DAYS_LAST_DUE_MAX,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN
295201,-0.0934309543653989,-0.048750938198457855,0.04968813358536216,0.050080365636863584,-0.039984439816481435,0.015065923840684848,0.06300958749652855,0.13732995256085984,-0.06982589537361106,-0.1658227852998278,0.009683727802640827,-0.04250512850950113,-0.05601616065269023,-0.0021214886908441696,0.08656510185173952,-0.3994810987938678,-0.09521555094538768,0.1287473672454817,0.006332495236488357,-0.015572560622164153,-0.02247003357637676,0.02964085623602504,-0.08832262043142863,1.00554876584861e-05,0.07160833133626872,-0.0374647341323943,0.0894306232115189,0.024570514147388704,0.07176049489960523,0.06451353771917989,-0.05065616369001509,-0.011097569590414694,0.04983026844007327,-0.10470120641427626,0.0330739958940126,-0.036574631370859666,-0.0327572508344549
428275,-0.08275261202122808,0.07085031628746186,-0.02138913223833954,-0.026359092404539163,0.08374360058811257,0.019599369599267794,0.0543641718306636,0.0034455830887484473,0.029326120007924533,0.024810676741868796,-0.017096644823625617,-0.04304838654264668,0.051130895980598945,0.03173710087800685,0.08190660967701881,0.06412902697666537,0.022417748226474604,-0.08524954808648322,0.0034515122066836,0.006644490857684294,-0.03135731410577163,0.04677350639400888,-0.1180714292735723,0.04706284391726303,-0.22574967134192123,-0.019174081387977077,-0.07041996162719352,-0.01063585217310015,-0.019095376978726996,-0.019732853748740915,0.7344055744375484,-0.004969567958225262,0.007538811986292255,-0.08104332688559313,-0.14628408515598232,0.049929512746930686,0.011286204854395127
378271,0.13432016793896703,0.05822469392723055,0.13037265300438464,0.07436730904091134,0.08394132374282177,-0.06430018966829495,-0.09470035475502155,0.009049387351419285,0.09715835007583688,0.01862407922697053,-0.05856968063195483,-0.0884111744216716,0.08575501426411489,-0.029540605288578565,0.1494074189929605,0.3328377417946025,0.05523995084980958,0.1839455286288442,0.0020542296286650114,-0.030022550395021833,-0.008120666088710846,-0.029602474714109664,0.0226276111874647,0.05577668686132186,0.19703547242048625,0.07504260489051215,-0.06404374025567687,-0.017643335657689538,-0.01867255530914863,-0.02435178224044613,-0.04337827004728277,-0.00573493782989625,-0.0075614427235289996,-0.08194321127704504,0.02512684713111809,-0.05004287544030806,0.0645473196176873
359340,0.1888746755246801,-0.18072069131813756,-0.021790482646359657,0.04593570112798328,0.13640923463135882,-0.07932062591282808,0.030277983702045742,0.0017116829272666387,0.09277472937798546,0.019157314220732864,-0.02717659965902456,-0.04991695400950418,0.0664660328750002,-0.053586980348410834,0.10851018588801614,-0.39397732254350815,0.061276708418254555,0.23229317586473025,0.010349360241804901,-0.006660235927735772,-0.01255537894000427,-0.003598131371542605,-0.005884707689587628,0.020019758288883735,-0.10378361613062215,0.036279809951647306,0.13114355304961392,0.01214322993593007,-0.011716736912421402,-0.007749048938771303,-0.024372444267223126,-0.009842777802983172,-0.059102479269025204,-0.06154649377030325,-0.018340048695071092,-0.04170023878397858,0.015103124320377033
138612,-0.10118420254209583,-0.035646394340418296,0.004540137532540283,-0.06489286960386041,0.11185885513178162,0.005464037544330894,0.04454386027188798,-0.0040211977239312195,0.04183395979566848,-0.052818232202236706,0.021546186503536718,-0.04220522476125926,0.028245995871368133,-0.01525119553676415,-0.02453857514814577,-0.7131625159006909,0.04052824859256045,-0.10062433503257033,-0.0013665270962079023,0.050339780040217476,0.05104000808857097,-0.01766750291207278,-0.021253177595300706,0.03556398209864196,-0.2627563745977994,0.0016868622260475623,0.16827246086985023,-0.0009780020593955839,0.005271789895402301,0.08428029656399723,0.43923186841592393,-0.013332265884906016,-0.03996676533524689,-0.08707500470922966,-0.07188571690759164,-0.06032675809221719,-0.005180695117367584
169046,0.24065392263860064,-0.04927859239239988,0.04761148886726145,-0.024607724447731367,-0.11614537143170024,0.02215514710449463,0.07376651982275653,0.006948502041963543,0.030102538919999734,0.02154874508529186,-0.10854158182017548,-0.04763808550570717,-0.04195408682948672,-0.046016526687886465,-0.08887211595635182,-0.5734026515474256,0.03652484102869127,0.15627736851878568,0.0017922184043677285,-0.017285477251401615,-0.017556362434988513,-0.05926177790546257,-0.0338378439172713,0.05295680864368551,-0.04021857697636663,-0.02243931600908289,-0.08351585670475783,-0.01084364621910678,-0.01415987629025127,-0.022757976068609843,-0.04794572364401101,-0.006010941259733429,-0.06401807849236237,-0.07405255238062167,0.0023473409511087146,-0.034051062197475494,0.0582959933398015
106672,0.17375069793097073,0.06963517949933969,-0.04552298717089855,-0.022818749426033222,-0.14158742183371792,-0.058771877412678426,-0.056434660163769856,0.00770925406798894,0.03229445978410051,0.012914449365316003,0.035542560102059105,-0.05683641229547322,-0.05370354638036344,-0.07114439941877009,-0.06363007260653261,0.001508806936975647,0.027978589574531094,-0.06471660762853987,-0.011527870179691568,-0.012831120127008972,-0.013202891053238304,-0.00241755788987231,-0.04653672310538708,0.01566070037144525,-0.08429173460415995,-0.02210894013602435,-0.04943627973956516,-0.008410899425553602,-0.019811241830079884,-0.027058510938284774,-0.04711925504639455,-0.007985729468758427,-0.07137051730275765,-0.08428922188081586,0.013975255985627759,-0.043350634323714755,0.03739688272052972
134914,-0.13616333658663407,-0.0923553659233404,0.027191434244602453,-0.0014204658633582533,0.05127727065375398,0.041004247396513246,0.04924149060554334,0.1077136537990198,-0.013231056976052754,0.018383841659333107,0.039890968602062,0.0801713851283908,0.06454626431706556,-0.020540735558014125,0.053597729224001724,-0.15954609755437651,-0.02030316928994613,-0.10015989636607402,-0.029538150316939737,-0.028483301648523557,-0.015098664838606845,-0.020562421837192455,0.08001327203728184,0.06812864955034391,0.22894581389424815,-0.01719948316866804,-0.07723993048789198,-0.023268157574592954,-0.017008933035539905,-0.01748409978226579,-0.05092920810486826,-0.006822036012520216,0.03191539245194526,-0.08670413094410931,0.06604297404323788,-0.0312073351084387,-0.042723539837376465
302464,0.1489130194618472,0.11835454717575689,0.036071864590066026,0.07682747862224593,0.04259686990906083,-0.08078685619120055,0.0802852173843254,0.011120791040227378,0.059752493586734415,0.07435311829194031,-0.059432423462115865,-0.05394376630654574,0.0012069878690129752,0.07999782044375449,0.33586260368632787,0.7350693298305796,0.0211140613277376,-0.13742350842589499,-0.01692237699195561,-0.023871856079931076,-0.008749020790566091,-0.05355146652127886,0.08236774843597497,-0.14081451040713608,0.039017528287851266,-0.0046741987258024165,-0.049267165400915615,-0.017808873922610397,-0.0047534417199981,-0.03180570431485778,-0.03299758376455447,0.00436953716420457,0.015983905296242926,-0.11349526642278458,0.029541616292825354,0.006304183972144301,-0.02436679680981356
170417,-0.08908100382505564,-0.022103818991574632,0.0030639040348546445,0.03160120341656527,-0.02639457497248938,-0.008443386272400738,-0.03213570546958195,-0.010933308443683605,-0.0732800176939868,0.010282941958340846,0.03339049251925041,-0.027836537584163292,-0.06335584449041803,-0.09840506606469412,-0.09034643662932955,0.08783417860435341,-0.015817788697118827,-0.07183534381832558,-0.00836256064345457,-0.013973945672256342,-0.02402314995159536,-0.059158573100661374,0.06893932031738281,-0.14548147670784095,0.09561926689014714,-0.017793802985084622,-0.024004117721126112,-0.015450646495523713,-0.018661611367800996,-0.01596357054791314,-0.053013418846700966,-0.007139617452645696,-0.08214223302417578,-0.08637607820928016,0.012482410601383442,0.17594757594227842,-0.0227806497682875
